Strategy,SR_gross,SR_net,TR_gross,TR_net,MDD_net,avg_position,avg_daily_turnover
XGB_ds2_fsN_mse_kelly,0.9168592725592295,-0.21941001267697316,0.12847743807707523,-0.046852800623482405,-0.13113526828190603,1.0298328589044294,0.8989076596091632
REG_ds2_fsN_mse_kelly,0.9529128421881397,-0.26480025666503126,0.13685223015548065,-0.05510811900786827,-0.16043752845881187,0.9364084630383537,0.9907539505372897
REG_ds4_fsN_huber_kelly,0.17836379346254513,-0.29055259113088844,0.007729139233939808,-0.08227488147785111,-0.22659592879914003,1.1713622126369545,0.47311962622838993
LSTM_ds3_fsY_huber_kelly,0.727978910731162,-0.2916210437963264,0.10331564599413645,-0.06296097433473391,-0.15910560731066248,1.0540565232045267,0.8658700327412011
LSTM_ds3_fsN_mse_kelly,0.8769354638045572,-0.3019151208107168,0.11864709052574973,-0.05722765248124817,-0.18935802155704895,0.9339572471460188,0.914053790147947
REG_ds4_fsN_mse_kelly,0.41300728173558626,-0.33389461801244147,0.05508318404583279,-0.0870601692654539,-0.22601242897963614,1.256084431952972,0.7545908333979318
LSTM_ds2_fsN_huber_kelly,0.6957548339814869,-0.3402714690423728,0.09476171520888488,-0.06600302435265282,-0.18152822597155527,1.0879396317085315,0.8420974349807201
REG_ds5_fsY_mse_kelly,0.7509235283596424,-0.3536814731467113,0.10874995503583507,-0.07262748791544171,-0.13341773105065768,0.8896397470012849,0.9588235006128694
XGB_ds2_fsY_mse_kelly,0.787792789132315,-0.36680746290778216,0.10961405958100956,-0.07006929877192303,-0.14042398202841355,0.9785020906785556,0.9430867232424148
XGB_ds5_fsY_huber_kelly,0.4588339824908864,-0.4349276839110514,0.060661888568296796,-0.09331522372259626,-0.18817112526738444,1.032187880638269,0.8318441897202937
XGB_ds5_fsN_huber_kelly,0.3774928590201313,-0.4743284108056514,0.04637363707408593,-0.10232151757549968,-0.19338568378140542,1.0261485584809393,0.8127350720225203
LSTM_ds1_fsN_mse_kelly,0.6355993472732612,-0.4783118498238499,0.08696951734702729,-0.08954339864400906,-0.17584278753798477,1.0373607191635932,0.9445722719380499
REG_ds3_fsY_huber_kelly,0.6806546545452398,-0.542301463121417,0.09649571062500173,-0.10043318238639343,-0.2132154194857866,1.0348925202944528,1.0607208608004037
LSTM_ds5_fsN_huber_kelly,0.14988751373630402,-0.690787509190407,0.0036773379067842615,-0.13981956313080923,-0.22713088603362663,1.1349473832603036,0.8144949455771872
REG_ds5_fsN_huber_kelly,0.18444135406627576,-0.7574370026381363,0.009807120506105216,-0.15490837896377174,-0.23290094287610064,1.093043895463215,0.9464928707040811
LSTM_ds4_fsY_mse_kelly,0.2696406615194365,-0.787500921670966,0.025172154063589414,-0.13225606072573803,-0.24467370004095856,1.029680972835386,0.8873062627230809
LSTM_ds5_fsY_mse_kelly,0.2848557832939682,-0.9224466362602104,0.027694817404462002,-0.14706232217307968,-0.21870868791033926,0.9224552995764359,1.0001527453190435
LSTM_ds4_fsN_mse_kelly,0.0768505819351552,-0.9558114890242477,-0.006272912516882445,-0.160959114007727,-0.21789958935289588,1.0675696861092026,0.8989219980052793
REG_ds3_fsY_mse_kelly,0.07724250232033944,-0.9885146141317381,-0.005494012287901917,-0.15886222469505396,-0.2564521639448858,0.9807574926236492,0.892623127648029
LSTM_ds4_fsY_huber_kelly,0.0925227950177801,-1.148053850487322,-0.0016259911499968416,-0.16817159309679364,-0.20333833469533236,0.9231380107297888,0.9791326587068109
LSTM_ds5_fsN_mse_kelly,-0.12871501311526606,-1.2161602139458993,-0.038825993263677305,-0.19609846475980974,-0.24286354551236022,0.959999057373631,0.9538038367747217
LSTM_ds1_fsY_huber_kelly,-0.13212472275708606,-1.2977434482574006,-0.03246500396258667,-0.18180439412163574,-0.19333222115163795,1.0390478990543706,0.8896097618350236
LSTM_ds1_fsY_mse_kelly,-0.145150876293767,-1.3003690917480035,-0.03664536992435008,-0.18840809019341043,-0.20528167889178617,0.8767727428924812,0.9189386022748867
REG_ds3_fsN_huber_kelly,-0.3111679669155021,-1.349272085262329,-0.08388923377233815,-0.25093542470357744,-0.3237782830030631,1.1207537234711988,1.0747945005785857
XGB_ds2_fsY_huber_kelly,-0.24910238104461715,-1.3567127147642608,-0.06221715124508598,-0.22577972566158144,-0.25455102144595876,1.0662645055518603,1.0214178999926096
REG_ds5_fsN_mse_kelly,-0.32538541356113415,-1.3860386917807639,-0.08308213092843542,-0.24900363365087141,-0.32590064094865656,1.0527247020033546,1.0674911200223056
LSTM_ds4_fsN_huber_kelly,-0.06112090199300382,-1.4259204305318123,-0.029229518891922712,-0.2251712629642586,-0.26626088450468965,1.019633400505916,1.213278345495622
REG_ds3_fsN_mse_kelly,-0.35687630001880993,-1.4335360969988116,-0.08191005700624265,-0.24011461565641024,-0.2978024371193968,0.8854240899650727,1.0171698804738283
LSTM_ds1_fsN_huber_kelly,-0.2562344595027268,-1.5374796834560227,-0.05472323261406098,-0.22406362001241187,-0.22713283510088433,0.9482160368487306,1.058985956176091
LSTM_ds3_fsN_huber_kelly,-0.6963735918608392,-1.5487914531065627,-0.12755400824445318,-0.24335223448596777,-0.29093610757540667,0.9461948377665291,0.7538184995759405
LSTM_ds2_fsY_mse_kelly,-0.667291904107505,-1.5802460945463264,-0.11909531157622755,-0.23932213384583045,-0.2466420682513164,1.1456637666998517,0.7713133837177563
