date_id,Buy_and_Hold,LSTM_ds1_fsY_huber_vanilla,LSTM_ds1_fsY_huber_kelly,LSTM_ds1_fsY_mse_vanilla,LSTM_ds1_fsY_mse_kelly,LSTM_ds1_fsN_huber_vanilla,LSTM_ds1_fsN_huber_kelly,LSTM_ds1_fsN_mse_vanilla,LSTM_ds1_fsN_mse_kelly,XGB_ds1_fsY_mse_vanilla,XGB_ds1_fsY_mse_kelly,XGB_ds1_fsN_mse_vanilla,XGB_ds1_fsN_mse_kelly,REG_ds1_fsY_mse_vanilla,REG_ds1_fsY_mse_kelly,REG_ds1_fsN_mse_vanilla,REG_ds1_fsN_mse_kelly,LSTM_ds2_fsY_huber_vanilla,LSTM_ds2_fsY_huber_kelly,LSTM_ds2_fsY_mse_vanilla,LSTM_ds2_fsY_mse_kelly,LSTM_ds2_fsN_huber_vanilla,LSTM_ds2_fsN_huber_kelly,LSTM_ds2_fsN_mse_vanilla,LSTM_ds2_fsN_mse_kelly,XGB_ds2_fsY_mse_vanilla,XGB_ds2_fsY_mse_kelly,XGB_ds2_fsN_mse_vanilla,XGB_ds2_fsN_mse_kelly,REG_ds2_fsY_mse_vanilla,REG_ds2_fsY_mse_kelly,REG_ds2_fsN_mse_vanilla,REG_ds2_fsN_mse_kelly,LSTM_ds3_fsY_huber_vanilla,LSTM_ds3_fsY_huber_kelly,LSTM_ds3_fsY_mse_vanilla,LSTM_ds3_fsY_mse_kelly,LSTM_ds3_fsN_huber_vanilla,LSTM_ds3_fsN_huber_kelly,LSTM_ds3_fsN_mse_vanilla,LSTM_ds3_fsN_mse_kelly,XGB_ds3_fsY_mse_vanilla,XGB_ds3_fsY_mse_kelly,XGB_ds3_fsN_mse_vanilla,XGB_ds3_fsN_mse_kelly,REG_ds3_fsY_mse_vanilla,REG_ds3_fsY_mse_kelly,REG_ds3_fsN_mse_vanilla,REG_ds3_fsN_mse_kelly,LSTM_ds4_fsY_huber_vanilla,LSTM_ds4_fsY_huber_kelly,LSTM_ds4_fsY_mse_vanilla,LSTM_ds4_fsY_mse_kelly,LSTM_ds4_fsN_huber_vanilla,LSTM_ds4_fsN_huber_kelly,LSTM_ds4_fsN_mse_vanilla,LSTM_ds4_fsN_mse_kelly,XGB_ds4_fsY_mse_vanilla,XGB_ds4_fsY_mse_kelly,XGB_ds4_fsN_mse_vanilla,XGB_ds4_fsN_mse_kelly,REG_ds4_fsY_mse_vanilla,REG_ds4_fsY_mse_kelly,REG_ds4_fsN_mse_vanilla,REG_ds4_fsN_mse_kelly,LSTM_ds5_fsY_huber_vanilla,LSTM_ds5_fsY_huber_kelly,LSTM_ds5_fsY_mse_vanilla,LSTM_ds5_fsY_mse_kelly,LSTM_ds5_fsN_huber_vanilla,LSTM_ds5_fsN_huber_kelly,LSTM_ds5_fsN_mse_vanilla,LSTM_ds5_fsN_mse_kelly,XGB_ds5_fsY_mse_vanilla,XGB_ds5_fsY_mse_kelly,XGB_ds5_fsN_mse_vanilla,XGB_ds5_fsN_mse_kelly,REG_ds5_fsY_mse_vanilla,REG_ds5_fsY_mse_kelly,REG_ds5_fsN_mse_vanilla,REG_ds5_fsN_mse_kelly,XGB_ds1_fsY_huber_vanilla,XGB_ds1_fsY_huber_kelly,XGB_ds1_fsN_huber_vanilla,XGB_ds1_fsN_huber_kelly,REG_ds1_fsY_huber_vanilla,REG_ds1_fsY_huber_kelly,REG_ds1_fsN_huber_vanilla,REG_ds1_fsN_huber_kelly,XGB_ds2_fsY_huber_vanilla,XGB_ds2_fsY_huber_kelly,XGB_ds2_fsN_huber_vanilla,XGB_ds2_fsN_huber_kelly,REG_ds2_fsY_huber_vanilla,REG_ds2_fsY_huber_kelly,REG_ds2_fsN_huber_vanilla,REG_ds2_fsN_huber_kelly,XGB_ds3_fsY_huber_vanilla,XGB_ds3_fsY_huber_kelly,XGB_ds3_fsN_huber_vanilla,XGB_ds3_fsN_huber_kelly,REG_ds3_fsY_huber_vanilla,REG_ds3_fsY_huber_kelly,REG_ds3_fsN_huber_vanilla,REG_ds3_fsN_huber_kelly,XGB_ds4_fsY_huber_vanilla,XGB_ds4_fsY_huber_kelly,XGB_ds4_fsN_huber_vanilla,XGB_ds4_fsN_huber_kelly,REG_ds4_fsY_huber_vanilla,REG_ds4_fsY_huber_kelly,REG_ds4_fsN_huber_vanilla,REG_ds4_fsN_huber_kelly,XGB_ds5_fsY_huber_vanilla,XGB_ds5_fsY_huber_kelly,XGB_ds5_fsN_huber_vanilla,XGB_ds5_fsN_huber_kelly,REG_ds5_fsY_huber_vanilla,REG_ds5_fsY_huber_kelly,REG_ds5_fsN_huber_vanilla,REG_ds5_fsN_huber_kelly
8868,-0.003369582,-0.003482728352177545,-0.006739164,-0.0033836404739623935,-0.0018494892757100277,-0.003260886109627734,-0.0,-0.0034108999163981533,-0.004780737579075379,-0.0028802250342555157,-0.0,-0.0029717543883356567,-0.0,-0.0037245782521399904,-0.006739164,-0.0033510308127494524,-0.0,-0.003320600596137336,-0.0,-0.003434900422114551,-0.006739164,-0.003109191725174356,-0.0,-0.0029887073799776272,-0.0,-0.002977619359922888,-0.0,-0.003441488409726624,-0.006739164,-0.0032296598517900614,-0.0,-0.003929580118220687,-0.006739164,-0.003441400579872462,-0.006739164,-0.0034545387117408837,-0.006739164,-0.003202483664736893,-0.0,-0.0032624511611104748,-0.0,-0.003594236170224478,-0.006739164,-0.003435107105057348,-0.006739164,-0.0031832296307225207,-0.0,-0.003128674898628328,-0.0,-0.0032175868232477787,-0.0,-0.0035136606794237313,-0.006739164,-0.0034377866641591946,-0.006739164,-0.0034722671179002367,-0.006739164,-0.0021899514134737256,-0.0,-0.0026482747898058847,-0.0,-0.003396514949923908,-0.003233900784046741,-0.002777235298134757,-0.0,-0.003558725046452394,-0.006739164,-0.0034992731346109645,-0.006739164,-0.0027427639101646464,-0.0,-0.0023150540619962835,-0.0,-0.002876793016166351,-0.0,-0.002887492954687453,-0.0,-0.003239437244153616,-0.0,-0.003800850745464463,-0.006739164,-0.002949935681152139,-0.0,-0.0030289194408209302,-0.0,-0.003415815388268554,-0.005309305564803985,-0.003467408125871451,-0.006739164,-0.0035030397587003264,-0.006739164,-0.003182561197684778,-0.0,-0.0033086804822643956,-0.0,-0.003995926529249879,-0.006739164,-0.003158621865019835,-0.0,-0.0032891777694360595,-0.0,-0.0031564201560750483,-0.0,-0.0032791678851962153,-0.0,-0.001987565576865233,-0.0,-0.0022570963268408973,-0.0,-0.004018274889166552,-0.006739164,-0.0031528279213653442,-0.0,-0.0030014401789761206,-0.0,-0.002810052939615008,-0.0,-0.0032500341798523563,-0.0,-0.003930709818823625,-0.006739164
8869,-0.000147798,-0.00014782731093188363,-3.0223989370277865e-05,-0.00015750088520896294,-0.000295596,-0.0001399996705234357,-0.0,-0.00013841999935621167,-0.0,-0.00014265436284625977,-0.0,-0.00014107292963035821,-0.0,-0.0001643088320606592,-0.000295596,-0.00015451243970743394,-0.000295596,-0.00014578330163271874,-0.0,-0.0001457733933010247,-0.0,-0.00014661219778608345,-0.0,-0.00015586214345750103,-0.000295596,-0.00014801920277544305,-6.493538327588083e-05,-0.00015602328882848406,-0.000295596,-0.00014527687497988164,-0.0,-0.00014403257311468374,-0.0,-0.0001576789141436721,-0.000295596,-0.00014938675684472185,-0.000295596,-0.00015145938940252864,-0.000295596,-0.00015806311371805646,-0.000295596,-0.00012819794273860407,-0.0,-0.0001509980646291958,-0.000295596,-0.00013090784227185752,-0.0,-0.00011746840880559382,-0.0,-0.00014679058058978165,-0.0,-0.00015020482168851375,-0.000295596,-0.00014623251824961105,-0.0,-0.0001605011871456929,-0.000295596,-0.00012350813526708273,-0.0,-0.00013639267297340798,-0.0,-0.00013634370042382734,-0.0,-0.0001486260078327581,-0.00017470059777209104,-0.000153054984674261,-0.000295596,-0.00015026867132817112,-0.000295596,-0.00014441902723582326,-0.0,-0.00016521132566748334,-0.000295596,-0.0001462358344033334,-0.0,-0.00014311952545646383,-0.0,-0.00013200689368550938,-0.0,-0.00011400401316189487,-0.0,-0.00013853034800401527,-0.0,-0.0001293757011819414,-0.0,-0.00015412921541758882,-0.000295596,-0.00015668398668352735,-0.000295596,-0.00015656794576212026,-0.000295596,-0.0001551746979495287,-0.000295596,-0.00014544310456204642,-0.0,-0.00014440274584491636,-0.0,-0.00013692181448324737,-0.0,-0.00014411497005251283,-0.0,-0.00012773447626655889,-0.0,-0.00012508183405556892,-0.0,-0.00012138093364375964,-0.0,-0.00014505440757386773,-0.0,-0.00017439786114508055,-0.000295596,-0.0001344115176307428,-0.0,-0.00013867242415322231,-0.0,-0.00014784804079129115,-3.3973822099774433e-05,-0.0001267897443833899,-0.0,-0.00011672772534517431,-0.0
8870,0.01743089,0.017326599550947393,0.0,0.01726869466533614,0.0,0.01612428151287865,0.0,0.017391407812068604,0.0,0.018337145302381633,0.03486178,0.017167051334876553,0.0,0.018525612401688773,0.03486178,0.019576166322765907,0.03486178,0.017565263591193866,0.028916053928800187,0.01749779465857663,0.015963548316548865,0.018090945417818742,0.03486178,0.016569392406822148,0.0,0.016462178187855052,0.0,0.017616082244667437,0.03486178,0.01799592838129676,0.03486178,0.018375223796788492,0.03486178,0.018707886469703276,0.03486178,0.01710284413424692,0.0,0.017328241388338852,0.0,0.0173367474484094,0.0,0.018423761260049923,0.03486178,0.01857370111327324,0.03486178,0.018124302769223367,0.03486178,0.01889398417736608,0.03486178,0.017813725734929793,0.03486178,0.01743929473598625,0.00473288931135812,0.01822438471920769,0.03486178,0.01770837966532164,0.03486178,0.018183511315027524,0.03486178,0.018149914744128755,0.03486178,0.01844359109326142,0.03486178,0.031294017439249824,0.03486178,0.01795751429119668,0.03486178,0.018195976113525438,0.03486178,0.018154826918525588,0.03486178,0.016924479325807585,0.0,0.01618914699736806,0.0,0.017357129723762053,0.0,0.016176109534937224,0.0,0.019349258027552694,0.03486178,0.018816254958512205,0.03486178,0.01752973652798827,0.022095663154754207,0.01747107027590582,0.01083307265760426,0.019514330465434614,0.03486178,0.015797129226935467,0.0,0.016771277298520723,0.0,0.018240613120687612,0.03486178,0.018045808807242766,0.03486178,0.015390516802132709,0.0,0.016199979156702342,0.0,0.018268277084463633,0.03486178,0.018738728591355218,0.03486178,0.015793764929875227,0.0,0.01775162358455797,0.03486178,0.01975433854363969,0.03486178,0.020875088270772946,0.03486178,0.016969283520910042,0.0,0.017359832320065185,0.0,0.018836725064859172,0.03486178,0.019271032817996355,0.03486178
8871,0.001926426,0.0018240495924268158,0.0,0.0018883538600937754,0.0,0.0018059317333682552,0.0,0.0019541536842167854,0.003852852,0.0019078048908539216,0.0,0.0017825029656051228,0.0,0.0019399321082565557,0.0020465337622144215,0.0019921082556587596,0.003852852,0.0019733981558632,0.003852852,0.001962350904662493,0.003852852,0.0019770168394896244,0.003852852,0.0017076470174288252,0.0,0.001813505995492371,0.0,0.0018619553295663495,0.0,0.0020760535180958466,0.003852852,0.0020658533304430244,0.003852852,0.002064464144322476,0.003852852,0.001849730919659488,0.0,0.0021423237111767362,0.003852852,0.002061389152433254,0.003852852,0.002038878726328384,0.003852852,0.0020734190810382824,0.003852852,0.0019816181054194883,0.003852852,0.0019391945533732483,0.001947890228171209,0.0018807035648152272,0.0,0.0020351218611217342,0.003852852,0.0018511456403666098,0.0,0.0020224596543087663,0.003852852,0.0015771852987755098,0.0,0.0016257994902268613,0.0,0.001988810062001615,0.003852852,0.0018913311358276761,0.0,0.0018660676343160805,0.0,0.0019433972039600163,0.00250996949252175,0.002198720816085319,0.003852852,0.0019959154292315076,0.003852852,0.0018253952698942645,0.0,0.0018219307923465309,0.0,0.0020482059354432246,0.003852852,0.0021949527289746996,0.003852852,0.0018187867417568434,0.0,0.00174438301002744,0.0,0.0017697165559583362,0.0,0.001937661759218476,0.001742888219765432,0.0019088756883518154,0.0,0.0017362431872439432,0.0,0.0020945900272872813,0.003852852,0.0020701148460122182,0.003852852,0.0018927633466026552,0.0,0.002126704449596701,0.003852852,0.002016875746891758,0.003852852,0.001995704856732379,0.003852852,0.0017931330449950115,0.0,0.0017615926142250174,0.0,0.0020430007734777537,0.003852852,0.002056870045440714,0.003852852,0.0018250458223525894,0.0,0.0018088901963643868,0.0,0.0021556526173072744,0.003852852,0.0021249823364054817,0.003852852
8872,-0.01241538,-0.01260749634275131,-0.02483076,-0.013208418364864262,-0.02483076,-0.011541619769381747,-0.0,-0.013829206433829882,-0.02483076,-0.013105141643830656,-0.02483076,-0.01176025201064524,-0.0,-0.012516971082698477,-0.018955207210667686,-0.013715057108034518,-0.02483076,-0.012274503017472366,-0.0,-0.012399730883664657,-0.0,-0.011823968557454647,-0.0,-0.011986812467410622,-0.0,-0.011199156162951907,-0.0,-0.011715864300616424,-0.0,-0.013438006565789463,-0.02483076,-0.013667001475956219,-0.02483076,-0.013070449150601855,-0.02483076,-0.013470066637729514,-0.02483076,-0.01342825741346595,-0.02483076,-0.0144862434649097,-0.02483076,-0.013131491905124379,-0.02483076,-0.013459433065401424,-0.02483076,-0.013704346922746916,-0.02483076,-0.01393616517369752,-0.02483076,-0.012604576776090321,-0.02483076,-0.012375214736621593,-0.0,-0.01259522110792685,-0.02483076,-0.012647932049876787,-0.02483076,-0.011095800070892248,-0.0,-0.012431632520004442,-0.004660868286413103,-0.012706107334550782,-0.02483076,-0.016920380301537155,-0.02483076,-0.012898400346786725,-0.02483076,-0.012946642914486226,-0.02483076,-0.011285298242365278,-0.0,-0.012288247382408383,-0.0,-0.012079226390141286,-0.0,-0.011797306941093476,-0.0,-0.014420334255199133,-0.02483076,-0.014267940046468426,-0.02483076,-0.013676421892238028,-0.02483076,-0.011175896414901687,-0.0,-0.011462448967426878,-0.0,-0.013168346947059578,-0.02483076,-0.012546683146521792,-0.02393202304892208,-0.012321824476282498,-0.0,-0.013721553656035472,-0.02483076,-0.013797244870229859,-0.02483076,-0.013487355508420104,-0.02483076,-0.013582122911229635,-0.02483076,-0.013971806311471645,-0.02483076,-0.014154194907398615,-0.02483076,-0.01135110778800377,-0.0,-0.012225686021055551,-0.0,-0.01321043766877584,-0.02483076,-0.015231839933586575,-0.02483076,-0.01201767186835358,-0.0,-0.011780308235753708,-0.0,-0.013551237712056047,-0.02483076,-0.014775498325325452,-0.02483076
8873,-0.003133501,-0.003189241003108793,-0.006267002,-0.0033301817841277143,-0.006267002,-0.0034161157536407253,-0.006267002,-0.0028478421805420246,-0.0,-0.0033398051221120127,-0.006267002,-0.00332062380263948,-0.006267002,-0.0031183033716612007,-0.0,-0.003014938863320505,-0.0,-0.003376781893960665,-0.006267002,-0.0031757685929036587,-0.006267002,-0.003239684306945182,-0.006267002,-0.0032913945986656158,-0.006267002,-0.0024242203999192066,-0.0,-0.00252207106299614,-0.0,-0.0031747096629774966,-0.006267002,-0.0031291878193121466,-0.0,-0.0031505432284271075,-0.0032796743510781993,-0.003213581541177098,-0.006267002,-0.003472465119062225,-0.006267002,-0.0030128180643594817,-0.0,-0.0033942477020927346,-0.006267002,-0.003463768683147544,-0.006267002,-0.0033663036620698687,-0.006267002,-0.0031303603689930046,-0.0,-0.003282007240171839,-0.006267002,-0.0032279466669769843,-0.006267002,-0.0035369352418182856,-0.006267002,-0.0032485599511455185,-0.006267002,-0.003155359886169548,-0.0040709838139089535,-0.0031096696625137477,-0.0,-0.0033486603472413904,-0.006267002,-0.0024403075340366795,-0.0,-0.0029485737115584627,-0.0,-0.0033471286075395625,-0.006267002,-0.0030853859729952733,-0.0,-0.0034474458015744474,-0.006267002,-0.0023282050555346917,-0.0,-0.00260662388345565,-0.0,-0.0035606598045793115,-0.006267002,-0.003202218250843158,-0.006267002,-0.003370594378024522,-0.006267002,-0.0031772392072849168,-0.006267002,-0.0029680444949123593,-0.0,-0.003017603496926553,-0.0,-0.002011255474436913,-0.0,-0.002337976063443632,-0.0,-0.003165347688063782,-0.005711839895948505,-0.0031071781785369824,-0.0,-0.003018824913390713,-0.0,-0.0032434952102674643,-0.006267002,-0.003020789696713442,-0.0,-0.0031155458022860613,-0.0,-0.0033907732299680365,-0.006267002,-0.0032559285937245625,-0.006267002,-0.0033813123693231615,-0.006267002,-0.002919854949906772,-0.0,-0.0027256819385560946,-0.0,-0.0027264878450203246,-0.0,-0.003260015474305364,-0.006267002,-0.003110493663607983,-0.0
8874,-0.02061604,-0.02069445875889274,-0.01698957323937128,-0.02026870138529936,-0.0,-0.018763695369249152,-0.0,-0.019635919628099553,-0.0,-0.019018384146520913,-0.0,-0.019028161079650958,-0.0,-0.021050058126415253,-0.04123208,-0.019920812426915784,-0.0,-0.020260157445922192,-0.0,-0.02078623613747337,-0.03295960738551686,-0.02123168884338681,-0.04123208,-0.02056679887041089,-0.0,-0.02183531027288744,-0.04123208,-0.02071277250720988,-0.02017631915096582,-0.021451794766574456,-0.04123208,-0.021832991857890276,-0.04123208,-0.02065355725708699,-0.009872368645294356,-0.02220761026854689,-0.04123208,-0.017727705317769904,-0.0,-0.02152031217344628,-0.04123208,-0.021679840090724736,-0.04123208,-0.02185283018288246,-0.04123208,-0.019845732623247778,-0.0,-0.021676182327994356,-0.04123208,-0.019434263321711102,-0.0,-0.021515399535522093,-0.04123208,-0.01761812967691079,-0.0,-0.02039837131312247,-0.0,-0.018721817344533057,-0.0,-0.023446872799819107,-0.04123208,-0.020514752082110878,-0.0,-0.018819145993790608,-0.0,-0.020824442659949663,-0.03960786295773142,-0.0208069217322132,-0.03655907448119382,-0.01979273170234907,-0.0,-0.01928250840467006,-0.0,-0.020347853172463258,-0.0,-0.02012248908813301,-0.0,-0.019904759082333804,-0.0,-0.02269458987838011,-0.04123208,-0.02004118236975417,-0.0,-0.01961393878407227,-0.0,-0.02013274502564585,-0.0,-0.019866380088821727,-0.0,-0.021768082249551558,-0.04123208,-0.02180825881698112,-0.04123208,-0.021683740255541085,-0.04123208,-0.022024531811693386,-0.04123208,-0.019943832527250367,-0.0,-0.021763038526275483,-0.04123208,-0.022042736594406687,-0.04123208,-0.02148806994149284,-0.04123208,-0.01935839967577954,-0.0,-0.022623372720041845,-0.04123208,-0.02251881541838998,-0.04123208,-0.020655286736681683,-0.010173312610020276,-0.019388956321487783,-0.0,-0.02245260542496679,-0.04123208,-0.02016341603242828,-0.0,-0.02298506666447456,-0.04123208
8875,0.006235008,0.006794341174610407,0.012470016,0.006160803856679269,0.0,0.005665270093497038,0.0,0.006543083220523089,0.012470016,0.006247580031682175,0.0026591594655921346,0.005845016465489921,0.0,0.006464680140663383,0.012470016,0.006519095409480372,0.012470016,0.0063519333042368255,0.012470016,0.006579262698864524,0.012470016,0.006221485480584773,0.0,0.005626454766158845,0.0,0.006091046737045454,0.0,0.0059827479246572154,0.0,0.006214744651130811,0.0,0.006113680687889393,0.0,0.006366087968788632,0.012470016,0.006230314735967734,0.0001618357483140498,0.005898867690015842,0.0,0.005844480892738784,0.0,0.005527602656819534,0.0,0.00598682397187384,0.0,0.006347688890184067,0.012470016,0.007081074359651458,0.012470016,0.00636090722582268,0.012470016,0.005929663123206195,0.0,0.006242154279572601,0.0018743562597033003,0.005771091420210622,0.0,0.005304220956628445,0.0,0.006451899497238629,0.012470016,0.006621094162632827,0.012470016,0.006836616024900553,0.012470016,0.00597131560102347,0.0,0.006307230678041742,0.011287275448575286,0.00636249547605019,0.012470016,0.006215668052425874,0.0,0.0059599782338229015,0.0,0.005670141497029144,0.0,0.007125189548722666,0.012470016,0.006937058846870826,0.012470016,0.006520774583950414,0.012470016,0.006109508402559026,0.0,0.006279978338123286,0.007345384388304835,0.006626814396488153,0.012470016,0.006751561055875806,0.012470016,0.006194918300078017,0.0,0.0062049004150595884,0.0,0.006260468030088814,0.004523332812024753,0.005806388314239796,0.0,0.005820396816292522,0.0,0.0066440481469691995,0.012470016,0.006902036837278425,0.012470016,0.005743436268445773,0.0,0.006108687645920855,0.0,0.00710702280830457,0.012470016,0.007071486270392725,0.012470016,0.005818185760383549,0.0,0.005629051597188404,0.0,0.00661931410469807,0.012470016,0.007174235306422499,0.012470016
8876,0.002346696,0.002095168587915151,0.0,0.0021519280915139123,0.0,0.0022501736807340788,0.0,0.0020338144314765846,0.0,0.0021540118518989146,0.0,0.002162615661109642,0.0,0.002517133077929601,0.004693392,0.002431819500051927,0.004693392,0.0023980738074990677,0.004693392,0.00247390284072781,0.004693392,0.0025582401084567863,0.004693392,0.0027084518109621518,0.004693392,0.002668591364280122,0.004693392,0.002660128194703986,0.004693392,0.002576890151993805,0.004693392,0.0025634333486046087,0.004693392,0.0024282510879065425,0.004693392,0.0025477234727826707,0.004693392,0.0024115592833014125,0.004693392,0.002326041638935821,0.0,0.002089657460487824,0.0,0.002122219300960051,0.0,0.002380149668369255,0.004693392,0.002253495683898594,0.0,0.0023955216731085856,0.004693392,0.002463104114847574,0.004693392,0.0020355393522667378,0.0,0.002302875429669734,0.0,0.0018816915243817062,0.0,0.0019883882349720798,0.0,0.002254770187144027,0.0,0.0022242304758495514,0.0,0.002324305886345145,0.0,0.0023693361139278768,0.0044771782516077685,0.0023703489162387615,0.004659817258591424,0.0025920134887136553,0.004693392,0.0021605345652317195,0.0,0.0021803949321479747,0.0,0.0022726759643446116,0.0,0.0025715642078085656,0.004693392,0.0023177931460868317,0.0,0.002264678934660174,0.0,0.0024374648964733962,0.004693392,0.0024881598303380503,0.004693392,0.0021005523159365494,0.0,0.0021896644040599145,0.0,0.0025600835065291245,0.004693392,0.0025975999436736344,0.004693392,0.002197234928218395,0.0,0.002120063461566362,0.0,0.0021975854094322496,0.0,0.0021905454161017285,0.0,0.0020061356375816516,0.0,0.002055602897707192,0.0,0.0026672557661285797,0.004693392,0.0022842860651504236,0.0,0.0019974960252564997,0.0,0.0022034967226308923,0.0,0.0023313730742016633,0.0,0.0024458357116133637,0.004693392
8877,0.005850598,0.005405186372386728,0.0,0.006044597180677993,0.011701196,0.0058315983984697575,0.0,0.005591291646845789,0.0,0.005633171481928503,0.0,0.005749703228156925,0.0,0.006331792110610448,0.011701196,0.006513540916395252,0.011701196,0.005874254013368766,0.0050305164592058535,0.006020067404133785,0.011701196,0.005969193462063257,0.011701196,0.006399621145136542,0.011701196,0.006117575937514026,0.011701196,0.006417864245816515,0.011701196,0.00624634080143384,0.011701196,0.006101488470735356,0.011701196,0.005604577237229127,0.0,0.005978118973479077,0.011701196,0.006100822732657711,0.011701196,0.005869987513202616,0.004293214818274302,0.006076084714398108,0.011701196,0.005699252123633328,0.0,0.0061520504834679844,0.011701196,0.0063650833468446195,0.011701196,0.0061368065256072165,0.011701196,0.005932896295658546,0.011701196,0.005608374543682854,0.0,0.006679508119446605,0.011701196,0.005406639443219106,0.0,0.005892059113270105,0.008107448104108876,0.0057257786811752785,0.0,0.006994376236061252,0.011701196,0.006065226685204622,0.011701196,0.0063476821665535135,0.011701196,0.006099655308228278,0.011701196,0.006959285485253212,0.011701196,0.005818508919216449,0.0,0.005977615409774794,0.011701196,0.006066312372594586,0.011701196,0.006712976404462379,0.011701196,0.005859388215007425,0.0024615308506886306,0.005445760365963026,0.0,0.006505123081157262,0.011701196,0.0065700845136860255,0.011701196,0.006641823973825445,0.011701196,0.006221966954477189,0.011701196,0.006267104523948711,0.011701196,0.0060990715562026,0.011701196,0.00607759087480578,0.011701196,0.005790043755631116,0.0,0.006482304334957905,0.011701196,0.006491384812981304,0.011701196,0.006040614885890495,0.011701196,0.005954123368858757,0.011701196,0.006814115421922553,0.011701196,0.006997703610393795,0.011701196,0.005858024975333169,0.0022259469271750446,0.00610463011780986,0.011701196,0.006389747537223538,0.011701196,0.00673021094670281,0.011701196
